course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,enrollment,rating,search_text
Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,9500.0,4.7,"strategic business management - microeconomics university of california, irvine beginner"
Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,100000.0,4.7,strategic leadership and management university of illinois at urbana-champaign beginner
Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,58000.0,4.7,strategic management copenhagen business school mixed
Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,68000.0,4.7,strategic management and innovation copenhagen business school beginner
Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,9200.0,4.5,strategic sales management fundação instituto de administração intermediate
Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,30000.0,4.8,strategising: management for global competitive advantage macquarie university intermediate
Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,11000.0,4.6,strategy and sustainability iese business school beginner
Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,220000.0,4.8,structuring machine learning projects deeplearning.ai beginner
Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,38000.0,4.8,success university of pennsylvania beginner
Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,750000.0,4.8,successful negotiation: essential strategies and skills university of michigan mixed
Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,11000.0,4.8,summary statistics in public health johns hopkins university beginner
Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,7900.0,4.7,supply chain analytics rutgers the state university of new jersey beginner
Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,4900.0,4.6,supply chain finance and blockchain technology new york institute of finance intermediate
Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,66000.0,4.7,supply chain logistics rutgers the state university of new jersey beginner
Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,82000.0,4.7,supply chain management rutgers the state university of new jersey beginner
Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,24000.0,4.8,supply chain operations rutgers the state university of new jersey beginner
Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,29000.0,4.6,supply chain principles georgia institute of technology mixed
Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,50000.0,4.8,supporting children with difficulties in reading and writing ucl institute of education mixed
Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,45000.0,4.3,"survey data collection and analytics university of maryland, college park beginner"
Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,9400.0,4.6,sustainable tourism – promoting environmental public health university of copenhagen beginner
Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,3900.0,4.5,swift 5 ios application developer learnquest beginner
System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,62000.0,4.7,system administration and it infrastructure services google beginner
Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,48000.0,4.4,systems biology and biotechnology icahn school of medicine at mount sinai intermediate
Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,33000.0,4.9,systems thinking in public health johns hopkins university mixed
"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,100000.0,4.9,"tesol certificate, part 1: teach english now! arizona state university beginner"
"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,62000.0,4.9,"tesol certificate, part 2: teach english now! arizona state university beginner"
Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,81000.0,4.9,teach english now! foundational principles arizona state university mixed
Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,8500.0,4.4,teach english now! teaching language online arizona state university intermediate
Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,53000.0,4.8,teaching character and creating positive classrooms relay graduate school of education mixed
Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,49000.0,4.8,teamwork skills: communicating effectively in groups university of colorado boulder beginner
Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,280000.0,4.8,technical support fundamentals google beginner
TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,170000.0,4.7,tensorflow in practice deeplearning.ai intermediate
TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,12000.0,4.5,tensorflow: data and deployment deeplearning.ai intermediate
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,90000.0,4.8,terrorism and counterterrorism: comparing theory and practice universiteit leiden beginner
The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,130000.0,4.6,the addicted brain emory university beginner
The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,47000.0,4.8,the art of music production berklee college of music intermediate
The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,23000.0,4.7,the art of sales: mastering the selling process northwestern university beginner
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,73000.0,4.5,the arts and science of relationships: understanding human needs university of toronto beginner
The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,130000.0,4.7,the bits and bytes of computer networking google beginner
The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,22000.0,4.6,the business of health care university of pennsylvania beginner
The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,84000.0,4.8,the business of music production berklee college of music beginner
The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,23000.0,4.7,the changing global order universiteit leiden intermediate
The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,11000.0,4.8,"the cycle: management of successful arts and cultural organizations university of maryland, college park beginner"
The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,120000.0,4.8,the diy musician berklee college of music beginner
The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,420000.0,4.6,the data scientist’s toolbox johns hopkins university mixed
The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,7200.0,4.8,the economics of health care delivery university of pennsylvania mixed
The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,84000.0,4.8,the global financial crisis yale university mixed
The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,29000.0,4.9,the horse course: introduction to basic care and management university of florida mixed
The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k,47000.0,4.6,"the manager's toolkit: a practical guide to managing people at work birkbeck, university of london mixed"
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k,130000.0,4.8,"the modern world, part one: global history from 1760 to 1910 university of virginia beginner"
"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k,47000.0,4.8,"the modern world, part two: global history since 1910 university of virginia beginner"
The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k,9400.0,4.9,the oral cavity: portal to health and disease university of pennsylvania intermediate
The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k,180000.0,4.6,"the power of macroeconomics: economic principles in the real world university of california, irvine mixed"
The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k,120000.0,4.7,"the power of microeconomics: economic principles in the real world university of california, irvine mixed"
The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k,1700.0,4.6,"the pronunciation of american english university of california, irvine beginner"
The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k,50000.0,4.6,the science of gastronomy the hong kong university of science and technology mixed
The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k,12000.0,4.7,the science of stem cells american museum of natural history intermediate
The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k,59000.0,4.8,the science of success: what researchers know that you should know university of michigan beginner
The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k,13000.0,4.9,the science of training young athletes university of florida beginner
The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m,2500000.0,4.9,the science of well-being yale university mixed
The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k,320000.0,4.8,the singer songwriter berklee college of music beginner
The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k,19000.0,4.6,the social context of mental health and illness university of toronto mixed
The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k,100000.0,4.5,"the strategy of content marketing university of california, davis intermediate"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k,26000.0,4.8,"the sustainable development goals – a global, transdisciplinary vision for the future university of copenhagen beginner"
The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k,5200.0,4.7,the teacher and social and emotional learning (sel) university of colorado boulder beginner
The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k,28000.0,4.8,the technology of music production berklee college of music beginner
The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k,33000.0,4.7,the truth about cats and dogs the university of edinburgh mixed
The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k,14000.0,4.7,the hidden value – lean in manufacturing and services école des ponts paristech beginner
Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k,200000.0,4.6,think again i: how to understand arguments duke university beginner
Tools for Data Science,IBM,COURSE,4.6,Beginner,120k,120000.0,4.6,tools for data science ibm beginner
Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k,68000.0,4.3,trading strategies in emerging markets indian school of business beginner
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k,45000.0,4.8,"transmedia storytelling: narrative worlds, emerging technologies, and global audiences unsw sydney (the university of new south wales) mixed"
Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k,110000.0,4.7,"tricky american english pronunciation university of california, irvine beginner"
Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k,5400.0,4.9,troubles du spectre de l'autisme : diagnostic university of geneva intermediate
U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k,12000.0,4.8,u.s. federal taxation university of illinois at urbana-champaign intermediate
UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k,44000.0,4.6,"uci project management university of california, irvine beginner"
UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k,68000.0,4.7,ui / ux design california institute of the arts beginner
UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k,25000.0,4.8,ux design fundamentals california institute of the arts beginner
Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k,29000.0,4.8,understanding cancer metastasis johns hopkins university beginner
Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k,78000.0,4.8,understanding clinical research: behind the statistics university of cape town mixed
Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k,89000.0,4.9,understanding einstein: the special theory of relativity stanford university beginner
Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k,24000.0,4.8,understanding medical research: your facebook friend is wrong yale university beginner
Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11k,11000.0,4.4,understanding modern finance american institute of business and economics intermediate
Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49k,49000.0,4.8,understanding plants - part i: what a plant knows tel aviv university beginner
Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120k,120000.0,4.5,understanding research methods soas university of london mixed
Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30k,30000.0,4.7,understanding and visualizing data with python university of michigan beginner
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130k,130000.0,4.9,understanding the brain: the neurobiology of everyday life the university of chicago beginner
Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6.1k,6100.0,4.5,unity certified programmer exam preparation unity intermediate
Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12k,12000.0,4.2,unity xr: how to build ar and vr apps unity beginner
University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,9500.0,4.8,university teaching the university of hong kong beginner
Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,3900.0,4.9,unraveling the cycling city university of amsterdam intermediate
User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,23000.0,4.8,user experience research and design university of michigan beginner
User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,43000.0,4.6,user interface design university of minnesota intermediate
Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,220000.0,4.8,using databases with python university of michigan mixed
Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,310000.0,4.8,using python to access web data university of michigan mixed
Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,19000.0,4.7,using python to interact with the operating system google beginner
Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,63000.0,4.7,value chain management university of illinois at urbana-champaign intermediate
Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,40000.0,4.8,version control with git atlassian mixed
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,150000.0,4.7,viral marketing and how to craft contagious content university of pennsylvania mixed
Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,37000.0,4.7,"virtual reality goldsmiths, university of london beginner"
Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,23000.0,4.3,"virtual teacher university of california, irvine beginner"
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,190000.0,4.8,vital signs: understanding what the body is telling us university of pennsylvania mixed
Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,120000.0,4.8,web applications for everybody university of michigan intermediate
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,280000.0,4.7,web design for everybody: basics of web development & coding university of michigan beginner
Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,34000.0,4.7,weight management: beyond balancing calories emory university beginner
What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,120000.0,4.7,what is contemporary art? the museum of modern art beginner
What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,35000.0,4.7,what future for education? ucl institute of education mixed
What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,6200.0,4.8,what is compliance? university of pennsylvania mixed
What is Data Science?,IBM,COURSE,4.7,Beginner,260k,260000.0,4.7,what is data science? ibm beginner
What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,94000.0,4.6,what is social? northwestern university mixed
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,32000.0,4.7,"wine tasting: sensory techniques for wine analysis university of california, davis beginner"
Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,17000.0,4.8,wonders of ancient egypt university of pennsylvania intermediate
Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,12000.0,4.9,write a feature length screenplay for film or television michigan state university beginner
Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,270000.0,4.7,write professional emails in english georgia institute of technology mixed
Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,18000.0,4.4,write your first novel michigan state university beginner
Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,140000.0,4.9,writing in the sciences stanford university beginner
e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,17000.0,4.5,e-learning ecologies: innovative approaches to teaching and learning for the digital age university of illinois at urbana-champaign mixed
iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,76000.0,3.9,ios app development with swift university of toronto intermediate
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,25000.0,4.7,¿qué hacen los buenos directivos? prioridades de la alta dirección iese business school beginner
Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,190000.0,4.8,étudier en france: french intermediate course b1-b2 école polytechnique intermediate
Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,69000.0,4.5,"éxito profesional university of california, irvine beginner"
Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,14000.0,4.6,искусство ведения бизнеса saint petersburg state university beginner
Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,68000.0,4.9,искусство разработки на современном c++ e-learning development fund intermediate
Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,16000.0,4.5,корпоративные финансы и стоимость компании national research university higher school of economics beginner
Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,67000.0,4.8,математика и python для анализа данных e-learning development fund beginner
Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,77000.0,4.7,машинное обучение и анализ данных e-learning development fund intermediate
Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,19000.0,4.5,основы digital маркетинга national research university higher school of economics intermediate
Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,83000.0,4.6,основы программирования на python national research university higher school of economics beginner
Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,41000.0,4.9,основы разработки на c++: белый пояс e-learning development fund intermediate
Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,45000.0,4.7,погружение в python moscow institute of physics and technology intermediate
Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,52000.0,4.5,программирование на python mail.ru group intermediate
Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,21000.0,4.8,психолингвистика (psycholinguistics) saint petersburg state university mixed
Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,30000.0,4.5,разработка интерфейсов: вёрстка и javascript e-learning development fund intermediate
Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,9800.0,4.6,русский как иностранный saint petersburg state university intermediate
Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,38000.0,4.7,финансовые инструменты для частного инвестора national research university higher school of economics beginner
